name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,accident_count
"Dubai,United Arab Emirates",11/02/2024,41,32,36.6,56.8,39.3,47.4,25.9,55.4,0,0,0,,0,0,44.3,24.2,248.6,992.2,4,8.9,328.3,28.5,10,38,2024-07-03T05:32:59,2024-07-03T19:13:12,0.91,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",309
"Dubai,United Arab Emirates",11/03/2024,43.9,32.8,37,46.9,32.8,40.2,18.6,36.7,0,0,0,,0,0,31,23.9,251.7,991.9,42.7,10,330.9,28.5,10,15,2024-07-02T05:32:37,2024-07-02T19:13:13,0.87,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",330
"Dubai,United Arab Emirates",11/04/2024,39,31.9,35.4,47.4,35.7,42.1,23.6,51.5,0,0,0,,0,0,24.1,21.8,240.3,994.6,23.1,8.8,317.8,27.5,10,30,2024-07-01T05:32:16,2024-07-01T19:13:12,0.83,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",307
"Dubai,United Arab Emirates",11/05/2024,40.9,32.8,36.2,45,38.5,41.6,22,46.3,0,0,0,,0,0,24.8,25.8,249,996,24.5,9.9,329.5,28.6,10,30,2024-06-30T05:31:55,2024-06-30T19:13:10,0.8,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",272
"Dubai,United Arab Emirates",11/06/2024,39.9,32.9,36.1,51.8,43.1,46.3,25.8,56.8,0,0,0,,0,0,27.4,25.8,306.1,994.7,44,9.2,299.8,25.9,9,30,2024-06-29T05:31:35,2024-06-29T19:13:07,0.75,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",295
"Dubai,United Arab Emirates",11/07/2024,39,32.8,36.7,52,39.1,43.4,23.2,47,0,0,0,,0,0,20.2,23.9,339.9,994.7,27,9.6,331.6,28.7,10,15,2024-06-28T05:31:15,2024-06-28T19:13:03,0.73,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",331
"Dubai,United Arab Emirates",11/08/2024,40,31.8,36.8,46.8,33.9,41,20.7,40.7,0,0,0,,0,0,20.2,20.4,265.9,994.5,40.4,10,335.3,28.8,10,60,2024-06-27T05:30:57,2024-06-27T19:12:58,0.69,Cloudy,Clearing in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",335
"Dubai,United Arab Emirates",11/09/2024,44.9,32,37.3,49.6,40.6,45,23.3,49.8,0,0,0,,0,0,29.2,33,249,993.4,13,8.6,337.2,29,10,60,2024-06-26T05:30:39,2024-06-26T19:12:52,0.65,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",320
"Dubai,United Arab Emirates",11/10/2024,43,33,38.1,44.8,34.6,41.1,18.9,35.1,0,0,0,,0,0,25.6,24.1,261.2,995.2,4.7,10,335.8,28.9,10,38,2024-06-25T05:30:22,2024-06-25T19:12:44,0.62,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",316
"Dubai,United Arab Emirates",11/11/2024,46,34.8,39.4,52.2,37.9,43.7,20.2,34.7,0,0,0,,0,0,25.2,24.1,330.8,997.2,7.1,9.7,335.3,28.9,10,38,2024-06-24T05:30:05,2024-06-24T19:12:35,0.58,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",314
"Dubai,United Arab Emirates",11/12/2024,46.9,33.8,39.5,51.2,41.3,45.7,21.4,40.5,0,0,0,,0,0,23.4,22.1,351,997,6.3,8.9,337.5,29,10,38,2024-06-23T05:29:50,2024-06-23T19:12:26,0.55,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",230
"Dubai,United Arab Emirates",11/13/2024,44,32.9,38,50.7,43.5,47,24.6,50,0,0,0,,0,0,20.9,27.6,345.4,995.3,0.2,8.6,334.7,28.8,10,38,2024-06-22T05:29:35,2024-06-22T19:12:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",293
"Dubai,United Arab Emirates",11/14/2024,43,33.9,38.1,54.7,38.2,45.3,23.1,43.7,0,0,0,,0,0,17.6,24,290.9,995.4,12.4,8.8,330,28.6,10,38,2024-06-21T05:29:22,2024-06-21T19:12:03,0.48,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",296
"Dubai,United Arab Emirates",11/15/2024,41,33,36.9,51.2,35.6,43.4,22.6,45.1,0,0,0,,0,0,25.6,20.3,226.5,996.1,22.9,10,330.5,28.6,10,38,2024-06-20T05:29:09,2024-06-20T19:11:50,0.44,Cloudy,Clearing in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",340
"Dubai,United Arab Emirates",11/16/2024,44,32.9,37.4,48.8,33.6,41.2,19.7,37.9,0,0,0,,0,0,25.6,27.9,238.9,998.2,14.2,9.8,334.3,28.9,10,38,2024-06-19T05:28:57,2024-06-19T19:11:36,0.41,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",314
"Dubai,United Arab Emirates",11/17/2024,44.9,34.8,38.2,47.2,35.4,41.2,18.8,34,0,0,0,,0,0,25.9,27.7,282.2,1000,15.3,9.9,330.2,28.5,10,38,2024-06-18T05:28:46,2024-06-18T19:11:22,0.38,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",211
"Dubai,United Arab Emirates",11/18/2024,43.9,33.9,38,48.5,36.2,41.6,20,36.2,0,0,0,,0,0,35.6,25.8,320.2,1000.1,0.2,10,337.4,29.3,10,38,2024-06-17T05:28:36,2024-06-17T19:11:06,0.35,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",213
"Dubai,United Arab Emirates",11/19/2024,43,31.8,38.2,47.5,30.4,37.9,12.9,22.9,0,0,0,,0,0,25.2,22.3,25.5,999.4,0,10,343.3,29.6,10,38,2024-06-16T05:28:27,2024-06-16T19:10:49,0.32,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",259
"Dubai,United Arab Emirates",11/20/2024,41,30.8,36.3,43,30.1,36.6,14.8,29.4,0,0,0,,0,0,21.6,22.2,316.2,998.2,0,10,346.1,29.8,10,15,2024-06-15T05:28:20,2024-06-15T19:10:32,0.28,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",231
"Dubai,United Arab Emirates",11/21/2024,37,30,34.5,45.8,31.3,39.3,22.1,48.7,0,0,0,,0,0,42.5,25.9,249.2,998.4,0,10,340.5,29.5,10,75,2024-06-14T05:28:13,2024-06-14T19:10:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999",337
"Dubai,United Arab Emirates",11/22/2024,41,31.9,36.7,50,31.5,39.9,19.2,36.6,0,0,0,,0,0,47.5,23.9,250.7,1000.1,2.9,10,73.8,6.5,9,50,2024-06-13T05:28:07,2024-06-13T19:09:55,0.22,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",348
"Dubai,United Arab Emirates",11/23/2024,41,31.9,36.5,42.9,32.3,38.3,18.2,35.2,0,0,0,,0,0,33.1,27.8,251.5,1001.8,1.1,9.6,82.4,7.2,8,38,2024-06-12T05:28:03,2024-06-12T19:09:35,0.19,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",323
"Dubai,United Arab Emirates",11/24/2024,43,33.9,37.6,44.7,35,40,18.7,34.1,0,0,0,,0,0,33.5,31.7,258.8,1002.8,0.2,9.6,38.5,3.2,3,38,2024-06-11T05:27:59,2024-06-11T19:09:14,0.15,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",308
"Dubai,United Arab Emirates",11/25/2024,42,33.9,37.3,46.2,35,40.2,19.5,35.7,0,0,0,,0,0,27,27.6,292.7,1002.9,0,8.4,131.6,11.4,8,38,2024-06-10T05:27:57,2024-06-10T19:08:52,0.12,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",92
"Dubai,United Arab Emirates",11/26/2024,27,21,24.5,28.1,21,24.6,18.4,69.9,1.8,100,29.17,rain,0,0,35.6,30.8,276.1,1007.8,47.8,10,232.9,20.1,10,10,2024-04-17T05:54:15,2024-04-17T18:42:43,0.28,Rain,Partly cloudy throughout the day with rain clearing later.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",186
"Dubai,United Arab Emirates",11/27/2024,26.9,19.9,22.1,29,19.9,22.3,19.6,86.4,158.4,100,87.5,rain,0,0,70.6,44.7,92.6,1006.5,46.2,7.5,224.4,19.5,9,30,2024-04-16T05:55:10,2024-04-16T18:42:15,0.25,Rain,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",571
"Dubai,United Arab Emirates",11/28/2024,33.1,23.8,27.9,32.3,23.8,27.8,14.5,46.5,19.4,100,25,rain,0,0,37.1,26,108,1009.5,46.7,10,219.9,18.9,8,30,2024-04-15T05:56:06,2024-04-15T18:41:47,0.25,Rain,Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",304
"Dubai,United Arab Emirates",11/29/2024,30.9,24.9,27.9,29.1,24.9,27.2,11.5,38,0.1,100,4.17,rain,0,0,33.1,23.9,261.3,1008.1,14.3,10,186.7,16.1,8,10,2024-04-14T05:57:03,2024-04-14T18:41:19,0.18,Rain,Clear conditions throughout the day with early morning rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",217
"Dubai,United Arab Emirates",11/30/2024,32,26,28.8,30.2,26,28.3,13.7,41.6,0.1,100,4.17,rain,0,0,41,25.8,274.2,1006.7,79.3,9.9,220.9,19.1,9,5,2024-04-13T05:58:00,2024-04-13T18:40:52,0.15,Rain,Partly cloudy throughout the day with late afternoon rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",277
"Dubai,United Arab Emirates",12/01/2024,33.9,27.8,30.2,34.6,28.3,30.9,17.4,47.9,0,0,0,,0,0,28.8,29.5,300.6,1006.7,71,10,209.9,18.2,8,5,2024-04-12T05:58:58,2024-04-12T18:40:24,0.12,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",238
"Dubai,United Arab Emirates",12/02/2024,34,24.9,29.4,34.1,24.9,30.2,17.2,48.6,0.1,100,4.17,rain,0,0,22,22,230.6,1008,54.9,10,243,20.9,8,5,2024-04-11T05:59:56,2024-04-11T18:39:57,0.08,Rain,Partly cloudy throughout the day with afternoon rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",251
"Dubai,United Arab Emirates",12/03/2024,34,25.9,29.8,32.9,25.9,29.5,14.6,40.8,0,0,0,,0,0,23,22.4,259.4,1009.6,84.9,10,174.8,15.1,5,10,2024-04-10T06:00:54,2024-04-10T18:39:30,0.05,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",188
"Dubai,United Arab Emirates",12/04/2024,31,26.9,29.3,30.9,27.1,29,14.3,40.3,0,0,0,,0,0,27.4,20.6,261.4,1010.3,87.2,10,87.8,7.7,4,10,2024-04-09T06:01:53,2024-04-09T18:39:03,0.02,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",216
"Dubai,United Arab Emirates",12/05/2024,34.9,23.8,29.7,32.6,23.8,28.6,10.9,34.6,0,0,0,,0,0,14.8,18.1,333.9,1009.5,52.9,10,205.8,17.8,5,10,2024-04-08T06:02:53,2024-04-08T18:38:36,0,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",230
"Dubai,United Arab Emirates",12/06/2024,32.9,20.9,26.9,30.7,20.9,26.3,12.6,44.6,0,0,0,,0,0,22,31.4,323.9,1009.6,26,9.7,200.5,17.3,7,10,2024-04-07T06:03:53,2024-04-07T18:38:09,0.95,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",214
"Dubai,United Arab Emirates",12/07/2024,30,20,25.3,29.1,20,25.3,15.4,55.9,0,0,0,,0,0,21.2,22.3,257.5,1011.5,0,8.8,246.9,21.5,8,10,2024-04-06T06:04:53,2024-04-06T18:37:43,0.92,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",239
"Dubai,United Arab Emirates",12/08/2024,29,18,24.7,28.6,18,24.6,16,61.9,0,0,0,,0,0,23,18.4,243.9,1012.7,6.4,8.2,16.5,1.4,0,5,2024-04-05T06:05:54,2024-04-05T18:37:16,0.88,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",278
"Dubai,United Arab Emirates",12/09/2024,30,20.9,25.8,28.8,20.9,25.4,12.9,47.7,0,0,0,,0,0,23.4,27.7,243.1,1012,15.3,8.6,21.4,2.1,1,10,2024-04-04T06:06:54,2024-04-04T18:36:49,0.85,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",262
"Dubai,United Arab Emirates",12/10/2024,30.9,21.7,26,29,21.7,25.5,10.8,40.1,0,0,0,,0,0,17.3,24,263.2,1010.9,65.9,10,219.6,19.1,8,10,2024-04-03T06:07:56,2024-04-03T18:36:23,0.81,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",236
"Dubai,United Arab Emirates",12/11/2024,27.9,20.8,24.5,27.6,20.8,24.4,14.2,54.8,0,0,0,,0,0,24.1,26,242.6,1011.3,56.2,9.4,82.1,7.1,4,10,2024-04-02T06:08:57,2024-04-02T18:35:56,0.75,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",299
"Dubai,United Arab Emirates",12/12/2024,27.9,18.9,23.8,27.8,18.9,23.8,16.6,66.2,0,0,0,,0,0,30.2,18.5,236.1,1013.9,67.6,8.2,242.1,21,8,5,2024-04-01T06:09:59,2024-04-01T18:35:30,0.74,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",257
"Dubai,United Arab Emirates",12/13/2024,28.9,23.9,25,30.2,23.9,25.1,18.7,69.2,0,0,0,,0,0,19.4,22.2,278.9,1015.7,67.2,10,220.7,19.1,8,10,2024-03-31T06:11:01,2024-03-31T18:35:04,0.71,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,OMDW,OMDB,E1978",172
"Dubai,United Arab Emirates",12/14/2024,28,19.9,23.8,28.2,19.9,23.8,16.8,65.8,0,0,0,,0,0,23.4,27.6,342.7,1013.6,49.7,10,249.4,21.6,8,10,2024-03-30T06:12:03,2024-03-30T18:34:37,0.67,Cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OMSJ,OMDW,OMDB,E1978",254
"Dubai,United Arab Emirates",12/15/2024,26,22.9,24.2,26,22.9,24.2,15.4,58.1,0,0,0,,0,0,51.5,27.7,264,1011.8,18.9,10,178.5,15.5,9,10,2024-03-29T06:13:05,2024-03-29T18:34:11,0.64,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,OMDW,OMDB,E1978",304
"Dubai,United Arab Emirates",12/16/2024,26,18.9,23,26,18.9,23,14.7,60.3,0,0,0,,0,0,51.8,35.2,253.5,1014.7,23.9,10,83.3,7.2,3,10,2024-03-28T06:14:08,2024-03-28T18:33:44,0.61,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,OMDW,OMDB,E1978",292
"Dubai,United Arab Emirates",12/17/2024,25,20.9,22.8,25,20.9,22.8,13.3,55.5,0,0,0,,0,0,41.4,29.5,267.3,1017,36.1,10,263.2,22.9,10,10,2024-03-27T06:15:10,2024-03-27T18:33:18,0.57,Cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",253
"Dubai,United Arab Emirates",12/18/2024,28.9,21.9,25.1,29.8,21.9,25.2,16.8,61.3,0,0,0,,0,0,47.5,27.7,279.4,1014.2,71.2,9.4,254.8,22,8,10,2024-03-26T06:16:13,2024-03-26T18:32:52,0.54,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",271
"Dubai,United Arab Emirates",12/19/2024,33,28,30.3,33,28.1,30.4,15.7,42,0,0,0,,0,0,42.5,29.5,172,1011,53.3,9.4,262.4,22.6,9,10,2024-03-25T06:17:15,2024-03-25T18:32:25,0.5,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",251
"Dubai,United Arab Emirates",12/20/2024,34.9,25.9,29.1,33.9,25.9,29.3,16.6,48.1,0,0,0,,0,0,37.8,22.1,57.4,1010.2,67.7,10,236.4,20.5,8,5,2024-03-24T06:18:18,2024-03-24T18:31:58,0.47,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",216
"Dubai,United Arab Emirates",12/21/2024,33,24.8,27.4,32,24.8,27.2,17,55.9,0.2,100,8.33,rain,0,0,32,20.4,47.9,1009.9,39.6,9.5,216.5,18.5,9,10,2024-03-23T06:19:21,2024-03-23T18:31:32,0.43,Rain,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",269
"Dubai,United Arab Emirates",12/22/2024,28,20,24.6,28.8,20,25,18.3,68.4,0,0,0,,0,0,23.4,22.4,257.9,1010.2,42.1,9.5,151.7,13.3,6,10,2024-03-22T06:20:24,2024-03-22T18:31:05,0.4,Cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",252
"Dubai,United Arab Emirates",12/23/2024,29,22.9,26.1,29.2,22.9,26.2,18.7,65.6,0,0,0,,0,0,24.8,20.4,275,1012.9,8.5,10,254.4,21.9,7,10,2024-03-21T06:21:26,2024-03-21T18:30:38,0.37,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",279
"Dubai,United Arab Emirates",12/24/2024,33,25.9,29.2,32.2,25.9,29.5,16.6,47.8,0.1,100,4.17,rain,0,0,44.3,24.1,236.4,1012,46.6,9.3,57.9,5,2,10,2024-03-20T06:22:29,2024-03-20T18:30:11,0.33,Rain,Partly cloudy throughout the day with early morning rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",270
"Dubai,United Arab Emirates",12/25/2024,33.9,22.9,27.8,34.9,22.9,28.3,18,56.7,0,0,0,,0,0,21.2,20.4,29.2,1012.4,55.5,10,227.3,19.5,9,10,2024-03-19T06:23:31,2024-03-19T18:29:44,0.3,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",269
"Dubai,United Arab Emirates",12/26/2024,33.9,24.7,27.7,32.4,24.7,27.7,16.3,51.8,0,0,0,,0,0,24.5,29.2,303.4,1013.2,45.6,10,110.3,9.7,5,10,2024-03-18T06:24:34,2024-03-18T18:29:17,0.27,Cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",282
"Dubai,United Arab Emirates",12/27/2024,34.9,24.8,29.1,34.3,24.8,28.8,13.8,40,0,0,0,,0,0,17.3,24.2,259.4,1013.3,40.8,10,127.4,11.1,3,10,2024-03-17T06:25:36,2024-03-17T18:28:50,0.25,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",212
"Dubai,United Arab Emirates",12/28/2024,32,21.8,27,31.6,21.8,26.9,15.2,50,0,0,0,,0,0,21.2,20.5,28.5,1014,17.8,9.9,249.8,21.5,10,10,2024-03-16T06:26:38,2024-03-16T18:28:22,0.2,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",231
"Dubai,United Arab Emirates",12/29/2024,31,20.9,25.4,29.7,20.9,25.2,16.1,60.4,0,0,0,,0,0,25.6,25.9,17.3,1015.6,27.2,8.8,188.6,16.3,10,10,2024-03-15T06:27:40,2024-03-15T18:27:55,0.17,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",249
"Dubai,United Arab Emirates",12/30/2024,31.9,20.8,25.4,29.7,20.8,25,15.6,61.7,0,0,0,,0,0,19.4,20.5,15.7,1017.3,9.5,8.9,238.7,20.6,10,5,2024-03-14T06:28:41,2024-03-14T18:27:27,0.13,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",318
