name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,accident_count
"Dubai,United Arab Emirates",12/31/2024,29,18.8,23.5,27.9,18.8,23.4,13.8,56.9,0,0,0,,0,0,22.3,22.4,14.8,1017.7,0.6,10,215.3,18.7,9,10,2024-03-13T06:29:43,2024-03-13T18:26:59,0.1,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",328
"Dubai,United Arab Emirates",01/01/2025,26,21.9,24.1,26,21.9,24.1,14.4,55,0,0,0,rain,0,0,43.6,29.5,263.9,1016.6,20.5,10,288.7,24.9,9,10,2024-03-12T06:30:44,2024-03-12T18:26:30,0.07,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",348
"Dubai,United Arab Emirates",01/02/2025,30.9,18.9,23.6,28.9,18.9,23.4,14.6,62.9,0,0,0,,0,0,19.4,25.6,51.9,1016.5,7.8,9.2,283.5,24.4,9,10,2024-03-11T06:31:45,2024-03-11T18:26:02,0.03,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",349
"Dubai,United Arab Emirates",01/03/2025,25.8,17.9,22,25.8,17.9,22,17.2,75.3,0.2,100,8.33,rain,0,0,28.4,20.4,3.2,1015.3,17.6,10,268.6,23.1,9,10,2024-03-10T06:32:45,2024-03-10T18:25:33,0,Rain,Clear conditions throughout the day with early morning rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",270
"Dubai,United Arab Emirates",01/04/2025,24.9,18,20.6,24.9,18,20.6,17,80.7,17.7,100,66.67,rain,0,0,33.5,33.1,66.2,1013.5,52.9,8.1,292.1,25.3,9,10,2024-03-09T06:33:45,2024-03-09T18:25:04,0.96,Rain,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",480
"Dubai,United Arab Emirates",01/05/2025,31,20.9,25.4,31.4,20.9,25.5,16.4,59.2,0.2,100,8.33,rain,0,0,31.7,27.6,64.5,1013,27.3,8.7,276.3,24.1,9,10,2024-03-08T06:34:45,2024-03-08T18:24:34,0.93,Rain,Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",287
"Dubai,United Arab Emirates",01/06/2025,26,19,22.7,26,19,22.7,14.2,59.2,0,0,0,,0,0,12.6,20.3,342.7,1014.4,37.2,9.3,209.8,18.1,9,10,2024-03-07T06:35:44,2024-03-07T18:24:05,0.9,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",296
"Dubai,United Arab Emirates",01/07/2025,25,20,22.8,25,20,22.8,14.8,61.9,0,0,0,,0,0,23,18.4,280.4,1014.6,19.5,10,267.1,23.1,9,10,2024-03-06T06:36:42,2024-03-06T18:23:35,0.86,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",188
"Dubai,United Arab Emirates",01/08/2025,36,24.8,30.1,33.4,24.8,29.1,10.1,30.3,0,0,0,,0,0,21.2,22.2,286,1005.4,1.6,10,353.1,30.5,10,10,2023-04-30T05:43:53,2023-04-30T18:48:37,0.33,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",60
"Dubai,United Arab Emirates",01/09/2025,33,23,28.2,31.3,23,27.5,12.2,40,0,0,0,,0,0,22.3,24.1,268.8,1006.4,0.7,10,250.2,21.6,10,8,2023-04-29T05:44:39,2023-04-29T18:48:07,0.29,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",282
"Dubai,United Arab Emirates",01/10/2025,31,23.8,27.8,30.5,23.8,27.6,13.6,43.1,0,0,0,,0,0,25.9,24,269.7,1007,0.8,10,375.4,32.4,10,30,2023-04-28T05:45:27,2023-04-28T18:47:37,0.25,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",323
"Dubai,United Arab Emirates",01/11/2025,31.9,24.9,28.1,30.1,24.9,28,15.6,50,0,0,0,,0,0,31,22.4,246.8,1007,24.9,10,373.2,32.5,10,30,2023-04-27T05:46:15,2023-04-27T18:47:08,0.23,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",262
"Dubai,United Arab Emirates",01/12/2025,34,26.9,29.5,34.4,27.4,30.1,16.8,48,0,0,0,,0,0,37.4,33.2,303.1,1007.1,53.8,9.7,252.8,22,9,60,2023-04-26T05:47:03,2023-04-26T18:46:38,0.2,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",283
"Dubai,United Arab Emirates",01/13/2025,35,25.8,30,34.3,25.8,29.3,11.2,32.1,0,0,0,,0,0,25.2,27.6,325.5,1007.1,41.9,10,368,31.8,10,30,2023-04-25T05:47:53,2023-04-25T18:46:09,0.17,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",263
"Dubai,United Arab Emirates",01/14/2025,33,23.9,29,31.5,23.9,28.1,10.7,33.4,0,0,0,,0,0,21.2,18.3,253,1007.6,52.5,10,269.7,23.4,10,10,2023-04-24T05:48:43,2023-04-24T18:45:40,0.13,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",260
"Dubai,United Arab Emirates",01/15/2025,32,23.8,27.8,31.4,23.8,27.5,13.8,43.2,0,0,0,,0,0,29.2,27.5,263.2,1007.8,59.1,10,259.9,22.3,8,10,2023-04-23T05:49:34,2023-04-23T18:45:11,0.1,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",222
"Dubai,United Arab Emirates",01/16/2025,33,22.9,27.9,31.3,22.9,27.5,11.9,38.7,0,0,0,,0,0,23,25.8,321,1007.3,54.5,10,222.7,19.3,10,10,2023-04-22T05:50:26,2023-04-22T18:44:42,0.07,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",251
"Dubai,United Arab Emirates",01/17/2025,30.9,21.9,26.9,29.4,21.9,26.3,12.6,44.4,0,0,0,,0,0,22,22.3,265,1006.7,0.8,10,343.6,29.7,10,10,2023-04-21T05:51:19,2023-04-21T18:44:14,0.04,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",186
"Dubai,United Arab Emirates",01/18/2025,30,21.8,25.8,29.1,21.8,25.7,16.3,57.4,0,0,0,,0,0,25.2,20.6,251.3,1008.1,37.4,9.8,198.1,17.2,10,10,2023-04-20T05:52:12,2023-04-20T18:43:45,0,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",197
"Dubai,United Arab Emirates",01/19/2025,29.9,21.8,25.5,30.2,21.8,25.6,16.3,57.3,0,0,0,,0,0,27,27.5,289.5,1011.5,56.3,10,362.5,31.5,10,10,2023-04-19T05:53:06,2023-04-19T18:43:17,0.97,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",250
"Dubai,United Arab Emirates",01/20/2025,29,23.8,26,28.1,23.8,25.9,14.4,49.9,0,0,0,,0,0,28.1,20.5,252.6,1012.7,61.9,10,338.4,29.3,9,10,2023-04-18T05:54:01,2023-04-18T18:42:49,0.93,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",261
"Dubai,United Arab Emirates",01/21/2025,29,22.9,25.7,29.2,22.9,25.8,16.3,56.5,0,0,0,,0,0,40.7,25.9,249.1,1010,70.6,10,311,26.9,10,10,2023-04-17T05:54:56,2023-04-17T18:42:21,0.9,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",259
"Dubai,United Arab Emirates",01/22/2025,28,20.9,24.6,28.2,20.9,24.7,15.7,58.2,0,0,0,,0,0,41,27.9,242.5,1010,51.7,10,255.9,22.1,10,10,2023-04-16T05:55:52,2023-04-16T18:41:53,0.86,Cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",181
"Dubai,United Arab Emirates",01/23/2025,29.9,24,26.3,28.9,24,26.4,16.7,56.9,0,0,0,,0,0,43.6,29.4,263.4,1012,55,10,389.6,33.9,9,10,2023-04-15T05:56:49,2023-04-15T18:41:25,0.83,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",221
"Dubai,United Arab Emirates",01/24/2025,32,27,29.6,32.8,27.9,30.8,18.8,53,0,0,0,,0,0,48.3,29.4,294.5,1012.8,49.9,10,330.1,28.6,9,15,2023-04-14T05:57:46,2023-04-14T18:40:58,0.79,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",229
"Dubai,United Arab Emirates",01/25/2025,37,28.8,31.7,36.1,28.7,32.3,17,42.1,0.4,100,12.5,rain,0,0,59.4,37.1,144,1011.6,48.5,10,271.4,23.4,9,15,2023-04-13T05:58:43,2023-04-13T18:40:30,0.75,Rain,Partly cloudy throughout the day with rain clearing later.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",243
"Dubai,United Arab Emirates",01/26/2025,34,26,29.7,33.6,26,30,16.4,45.9,0,0,0,,0,0,33.5,25.8,301.1,1011.5,14,10,340.7,29.5,10,5,2023-04-12T05:59:41,2023-04-12T18:40:03,0.72,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",275
"Dubai,United Arab Emirates",01/27/2025,36.9,23.8,28.6,34.8,23.8,28.8,16.2,50.1,0,0,0,,0,0,29.2,31.5,351.7,1011.4,51.7,9.9,387,33.4,10,15,2023-04-11T06:00:40,2023-04-11T18:39:36,0.68,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",262
"Dubai,United Arab Emirates",01/28/2025,31.9,22.8,27.2,32.8,22.8,27.6,17.7,57.6,0,0,0,,0,0,21.2,27.6,325.2,1012.2,9.3,8.5,369.7,32.1,10,15,2023-04-10T06:01:38,2023-04-10T18:39:09,0.65,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",190
"Dubai,United Arab Emirates",01/29/2025,31,21.9,26.4,30.7,21.9,26.5,17.3,59.8,0,0,0,,0,0,28.4,25.7,328.2,1013.9,55,9.7,352.9,30.7,10,8,2023-04-08T06:03:38,2023-04-08T18:38:15,0.58,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",150
"Dubai,United Arab Emirates",01/30/2025,30,20.8,25.5,30.3,20.8,25.6,17,61.6,0,0,0,,0,0,34.2,29.4,356.6,1012,1.8,8.8,310.1,26.9,10,10,2023-04-07T06:04:38,2023-04-07T18:37:48,0.54,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",225
"Dubai,United Arab Emirates",01/31/2025,28.8,19.8,23.8,29.6,19.8,23.9,17.1,68,0,0,0,,0,0,18.4,27.6,277.2,1010.8,13,9.2,311.6,27.1,10,10,2023-04-06T06:05:38,2023-04-06T18:37:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",245
"Dubai,United Arab Emirates",02/01/2025,26,19,22.8,26,19,22.8,15.8,65.3,0,0,0,,0,0,20.5,22.3,246.1,1011.6,21.8,10,367.8,32,10,10,2023-04-05T06:06:39,2023-04-05T18:36:55,0.47,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",242
"Dubai,United Arab Emirates",02/02/2025,26.1,18,22.6,26.1,18,22.6,14.4,60.7,0,0,0,,0,0,35.3,29.4,248.4,1011.8,20,10,401.7,34.6,10,10,2023-04-04T06:07:40,2023-04-04T18:36:29,0.44,Clear,Partly cloudy throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",206
"Dubai,United Arab Emirates",02/03/2025,25,21,22.8,25,21,22.8,13.4,55.6,0,0,0,,0,0,45.7,31.7,267.9,1011.5,20.9,10,381.4,33.1,10,10,2023-04-03T06:08:42,2023-04-03T18:36:02,0.41,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",242
"Dubai,United Arab Emirates",02/04/2025,25,22,23.6,25,22,23.6,14.8,58.1,0,0,0,,0,0,45,29.5,269.5,1010.7,34.8,10,208,17.9,9,10,2023-04-02T06:09:43,2023-04-02T18:35:36,0.38,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",190
"Dubai,United Arab Emirates",02/05/2025,31,21,25.3,29.2,21,25.2,16.6,61.8,0,0,0,,0,0,31.3,25.9,270.8,1009.2,8.5,9.3,272.5,23.8,10,10,2023-04-01T06:10:45,2023-04-01T18:35:09,0.34,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",215
"Dubai,United Arab Emirates",02/06/2025,28,20,24,28.5,20,24.1,17.3,67,0,0,0,,0,0,16.2,22.2,289.3,1008.7,23.7,9,418.4,36.2,10,10,2023-03-31T06:11:47,2023-03-31T18:34:43,0.31,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",198
"Dubai,United Arab Emirates",02/07/2025,26.9,19.8,23.6,27.4,19.8,23.7,16.2,64,0,0,0,,0,0,23.4,20.5,248.2,1011.2,21.4,10,406.7,34.9,10,10,2023-03-30T06:12:50,2023-03-30T18:34:16,0.28,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",225
"Dubai,United Arab Emirates",02/08/2025,26.9,23,24.8,27.4,23,24.9,15.3,55.9,0,0,0,,0,0,50.8,26.1,272.4,1011.5,17.2,10,346.3,29.8,10,10,2023-03-29T06:13:52,2023-03-29T18:33:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",250
"Dubai,United Arab Emirates",02/09/2025,29,23.9,26.1,28.5,23.9,26,15.5,53.2,0.8,100,20.83,rain,0,0,54.4,29.5,283.4,1010.1,9.2,9.4,244.6,21,10,10,2023-03-28T06:14:54,2023-03-28T18:33:24,0.21,Rain,Clear conditions throughout the day with rain clearing later.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",262
"Dubai,United Arab Emirates",02/10/2025,33,24.9,28.2,32.2,24.9,27.9,14.8,45.4,0.3,100,12.5,rain,0,0,45,24.2,87.1,1009.4,53.8,9.4,217.2,18.8,9,30,2023-03-27T06:15:57,2023-03-27T18:32:57,0.18,Rain,Partly cloudy throughout the day with late afternoon rain.,rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",242
"Dubai,United Arab Emirates",02/11/2025,32,20.8,25.9,31.8,20.8,25.8,15.7,56.4,0,0,0,,0,0,24.8,22.2,48.8,1010.5,16.1,9.5,321.6,27.9,10,10,2023-03-26T06:17:00,2023-03-26T18:32:31,0.15,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",191
"Dubai,United Arab Emirates",02/12/2025,26,19.8,23.3,26,19.8,23.3,15.7,63,0,0,0,,0,0,14,20.4,279.3,1011.5,15.5,9.9,267.5,22.9,10,10,2023-03-25T06:18:02,2023-03-25T18:32:04,0.12,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",207
"Dubai,United Arab Emirates",02/13/2025,26,18.9,22.9,26,18.9,22.9,14.7,60.4,0,0,0,,0,0,32.4,24.1,266.8,1011.7,30.5,10,333.7,28.8,10,10,2023-03-24T06:19:05,2023-03-24T18:31:38,0.08,Cloudy,Clearing in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",231
"Dubai,United Arab Emirates",02/14/2025,25,22,23.5,25,22,23.5,10.9,45.5,0,0,0,,0,0,50,35.3,278.1,1011.1,31.1,10,332.7,28.8,10,10,2023-03-23T06:20:08,2023-03-23T18:31:11,0.05,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",242
"Dubai,United Arab Emirates",02/15/2025,26,22.9,24.2,26,22.9,24.2,12,48.3,0,0,0,,0,0,51.8,36.6,289.4,1008.4,5.7,10,292,25.2,10,30,2023-03-22T06:21:11,2023-03-22T18:30:44,0.02,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",286
"Dubai,United Arab Emirates",02/16/2025,30,22.8,26.5,29.4,22.8,26.2,12.5,42.9,0,0,0,,0,0,30.2,25.8,64.1,1003.9,31.9,10,280.8,24.1,9,60,2023-03-21T06:22:13,2023-03-21T18:30:17,0,Cloudy,Clearing in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",322
"Dubai,United Arab Emirates",02/17/2025,30.9,19.9,25.7,29.3,19.9,25.2,11.5,45.1,0,0,0,,0,0,19.4,22.2,268.1,1006.4,5.4,10,219.2,18.9,9,5,2023-03-20T06:23:16,2023-03-20T18:29:50,0.95,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",268
"Dubai,United Arab Emirates",02/18/2025,29,18.9,23.4,28.2,18.9,23.4,15.2,61.3,0,0,0,,0,0,26.3,18.5,219,1009.3,54.4,10,416.1,35.9,9,10,2023-03-19T06:24:18,2023-03-19T18:29:23,0.92,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",213
"Dubai,United Arab Emirates",02/19/2025,26.9,19,23.1,27.4,19,23.1,16.4,67,0,0,0,,0,0,36.7,20.4,243.7,1010.4,21.5,10,424,36.5,10,10,2023-03-18T06:25:20,2023-03-18T18:28:56,0.88,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",264
"Dubai,United Arab Emirates",02/20/2025,28.9,23,25.5,28.5,23,25.5,16.8,59.8,0,0,0,,0,0,41.8,27.7,266.5,1010.6,0,10,423.8,36.6,9,8,2023-03-17T06:26:23,2023-03-17T18:28:28,0.85,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",276
"Dubai,United Arab Emirates",02/21/2025,32,22.8,27.2,29.9,22.8,26.7,13.8,47.1,0,0,0,,0,0,25.9,27.6,294.1,1009.5,3.1,9.9,391.2,33.9,9,10,2023-03-16T06:27:24,2023-03-16T18:28:01,0.81,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",246
"Dubai,United Arab Emirates",02/22/2025,31.9,22.8,26.9,30.8,22.8,26.7,15.6,52.4,0,0,0,,0,0,14,20.5,341.2,1010,27.4,9.8,428.3,36.9,9,10,2023-03-15T06:28:26,2023-03-15T18:27:33,0.75,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",257
"Dubai,United Arab Emirates",02/23/2025,31,23.9,26.6,30.3,23.9,26.6,16.7,55.8,0,0,0,,0,0,38.9,23.7,344.8,1011.9,38.3,10,280.2,24.2,9,30,2023-03-14T06:29:27,2023-03-14T18:27:05,0.74,Cloudy,Clearing in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",235
"Dubai,United Arab Emirates",02/24/2025,34,24.8,28.4,32.2,24.8,27.7,11.1,37.3,0,0,0,,0,0,37.1,40.4,288.5,1011.7,77.1,9.9,184.9,15.9,6,30,2023-03-13T06:30:29,2023-03-13T18:26:36,0.7,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",263
"Dubai,United Arab Emirates",02/25/2025,34.9,22.8,29,33.4,22.8,28.3,12.9,39.7,0,0,0,,0,0,22.3,22.1,37.8,1013,19.6,9.9,294,25.4,9,10,2023-03-12T06:31:29,2023-03-12T18:26:08,0.67,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",241
"Dubai,United Arab Emirates",02/26/2025,31.9,23.8,28.6,30.5,23.8,27.7,9.5,30.6,0,0,0,,0,0,18,18.4,338.1,1013.4,20.1,10,379.6,32.6,10,10,2023-03-11T06:32:30,2023-03-11T18:25:39,0.63,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",267
"Dubai,United Arab Emirates",02/27/2025,32.9,25,28.6,30.7,25,27.7,8.8,29.7,0,0,0,,0,0,36.7,22.3,100.6,1013.2,77.1,9.9,373.4,32.3,8,10,2023-03-10T06:33:30,2023-03-10T18:25:10,0.6,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",257
"Dubai,United Arab Emirates",02/28/2025,34.9,22.8,28.4,32.6,22.8,27.6,9.3,31.2,0,0,0,,0,0,27.4,20.5,52.5,1013.4,42.1,9.9,412.7,35.5,10,10,2023-03-09T06:34:30,2023-03-09T18:24:41,0.56,Cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978",246
